,segment,speaker,debate,mtld,n_difficult_words,n_opponent_mentions,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3,n_words,n_sents,mean_sent_length,std_sent_length
922,"That they wouldn't believe it. I mean, we grew up - my dad came from Poland at the age of 17 without a nickel in his pocket, couldn't speak English and he never made a whole lot of money.",sanders,d_des_moines_2016_01_25,141.9600000000001,0,0,13,6.4275,4,1,0,3,39,2,19.5,14.5
923,"And my brother and I and mom and dad grew up in a three-and-a-half-room rent-controlled apartment in Brooklyn, New York. And we never had a whole lot of money.",sanders,d_des_moines_2016_01_25,29.51528248587571,2,0,9,6.555000000000001,4,1,0,0,29,2,14.5,5.5
924,"And if you ask me, you know, Chris, this would be so unimaginable the fact that I'm a United States senator would've been beyond really anything that they would have thought possible. The fact that I am running for president of the United States, you know I do think about it and you know think they're very proud. But it's certainly something that I don't think they ever believed would've happened.",sanders,d_des_moines_2016_01_25,58.1599099099099,6,0,17,10.3375,7,0,4,3,71,3,23.666666666666668,7.93025150224688
925,You got 30 seconds. Tell the voters of Iowa what you want them to know.,cuomo,d_des_moines_2016_01_25,54.88000000000004,2,0,1,1.285,1,0,2,0,15,2,7.5,3.5
926,"Look, Hillary Clinton is a very good person. Martin O'Malley is a very decent guy. So I'm not - you know, this is not a - personal stuff.",sanders,d_des_moines_2016_01_25,36.586666666666666,5,0,0,4.2025,4,0,1,0,28,3,9.333333333333334,2.6246692913372702
927,"It just seems to me that the crises that we face as a country today, and we didn't even get into climate change to a significant degree: inequality, poverty in America, an obscene and unfair campaign finance system. These problems are so serious that we have got to go beyond establishment politics and establishment economics.",sanders,d_des_moines_2016_01_25,87.80799999999999,15,0,2,14.0375,4,3,0,0,55,2,27.5,10.5
928,"In my view we need a political revolution where millions of people stand up and say you know what, that great government of ours belongs to all of us, not just the few. That's why I'm running for president. Thank you. [applause]",sanders,d_des_moines_2016_01_25,135.51999999999998,6,0,4,7.02,3,3,2,0,42,4,10.5,13.124404748406688
929,"Sen. Sanders, thank you for taking the opportunity. Good luck to you in the Iowa caucuses next week. [applause]",cuomo,d_des_moines_2016_01_25,50.54000000000001,3,0,3,6.629999999999999,2,1,2,0,19,3,6.333333333333333,3.8586123009300755
930,All right. Our thanks to Sen. Sanders.,cuomo,d_des_moines_2016_01_25,7.0,0,0,0,2.3175,0,1,0,0,7,2,3.5,1.5
931,"Coming up, Hillary Clinton and Martin O'Malley get their turns on stage. And our audience of Iowa voters is ready with a new slate of questions. Stay with us. [applause]",cuomo,d_des_moines_2016_01_25,89.69333333333331,7,0,8,5.725,2,1,0,1,30,4,7.5,5.5901699437494745
932,[commercial break] [applause],cuomo,d_des_moines_2016_01_25,3.0,2,0,0,16.2875,0,0,0,0,3,1,3.0,0.0
933,"Welcome back to the CNN Democratic Presidential Town Hall here at Drake University in Des Moines, Iowa.",cuomo,d_des_moines_2016_01_25,17.0,3,0,0,11.294999999999998,2,1,0,2,17,1,17.0,0.0
934,This is the last best chance for the candidates to face Iowa voters and answer their questions directly before they caucus next Monday.,cuomo,d_des_moines_2016_01_25,148.12000000000012,5,0,0,11.76,2,0,0,2,23,1,23.0,0.0
935,"Now, we've heard from Senator Sanders.",cuomo,d_des_moines_2016_01_25,7.0,1,0,4,6.71,0,1,0,1,6,1,6.0,0.0
936,"In a bit, we're going to hear from Secretary Clinton.",cuomo,d_des_moines_2016_01_25,11.0,2,0,6,5.53,1,1,0,1,10,1,10.0,0.0
937,"But right now, the floor belongs to former Maryland Governor Martin O'Malley. [applause]",cuomo,d_des_moines_2016_01_25,14.0,7,0,6,11.7375,0,0,0,0,13,2,6.5,5.5
938,Hey.,cuomo,d_des_moines_2016_01_25,1.0,0,0,0,-8.3275,0,0,0,1,1,1,1.0,0.0
939,"Chris, how are you?",o'malley,d_des_moines_2016_01_25,4.0,0,0,0,-1.0775000000000001,0,0,1,0,4,1,4.0,0.0
940,"Good to see you, Governor.",cuomo,d_des_moines_2016_01_25,5.0,1,0,0,4.045,0,0,1,0,5,1,5.0,0.0
941,"Good to see you, too, man.",o'malley,d_des_moines_2016_01_25,6.0,0,0,0,-1.1349999999999998,0,0,1,0,6,1,6.0,0.0
942,[inaudible]. [applause],cuomo,d_des_moines_2016_01_25,2.0,2,0,0,21.4,1,0,0,0,2,2,1.0,0.0
943,I think.,o'malley,d_des_moines_2016_01_25,2.0,0,0,1,-4.8775,1,0,0,0,2,1,2.0,0.0
944,Hey. [applause],o'malley,d_des_moines_2016_01_25,2.0,1,0,0,4.375,0,0,0,1,2,2,1.0,0.0
945,Thanks a lot.,o'malley,d_des_moines_2016_01_25,3.0,0,0,0,-2.615,0,0,0,0,3,1,3.0,0.0
946,"Have a seat, Gov. [applause]",cuomo,d_des_moines_2016_01_25,5.0,1,0,0,1.92,0,0,0,0,5,1,5.0,0.0
947,Thank you. [applause],o'malley,d_des_moines_2016_01_25,3.0,1,0,0,4.3374999999999995,0,0,1,0,3,2,1.5,0.5
948,How you feeling a week out?,cuomo,d_des_moines_2016_01_25,6.0,1,0,2,0.39,0,1,1,0,6,1,6.0,0.0
949,"I'm excited. It's Iowa Caucus time. And Chris, I've seen this before. Once Iowans get into that decision-making pocket, none of the pollsters back East can tell you how it's going to turn out. [laughter]",o'malley,d_des_moines_2016_01_25,141.9600000000001,4,0,22,6.48,7,0,1,0,35,5,7.0,7.694153624668538
950,"And - and... [applause] ...I wish you could be out there with me. I have been campaigning the Iowa Caucus way. I've been to over 120 events and getting up on the chair, doing town halls like this.",o'malley,d_des_moines_2016_01_25,45.081014492753624,4,0,4,4.7425,4,0,1,0,38,4,9.75,4.437059837324712
951,"And we're seeing larger and larger crowds. And the - the beauty of the people of Iowa is they're not intimidated by polls, they're not intimidated by pundits and they have this birthright, they feel, to upset the apple cart.",o'malley,d_des_moines_2016_01_25,13.45141065830721,3,0,34,9.2025,4,1,0,4,40,2,20.0,13.0
952,"And with only three of us in this Democratic primary, there's only one of us who can still upset the apple cart. Come on, Iowa, right? [applause]",o'malley,d_des_moines_2016_01_25,73.17333333333337,3,0,0,6.3575,2,0,0,0,27,3,9.0,9.273618495495704
953,"""The Des Moines Register.""... [applause] ...they gave the nomination - their endorsement to Secretary Clinton, OK. They gave their endorsement to her.",cuomo,d_des_moines_2016_01_25,21.0,6,0,2,11.4625,0,0,0,6,22,4,5.75,3.344772040064913
954,"In it, they talk about you. And they say that you are, quote, ""better suited as one of her cabinet secretaries than as president.""",cuomo,d_des_moines_2016_01_25,53.760000000000005,3,0,6,6.0375,2,0,2,4,24,2,12.0,6.0
955,What do you want to tell Iowans right now to prove that their state's biggest paper is wrong?,cuomo,d_des_moines_2016_01_25,101.07999999999991,1,0,3,6.315,2,0,1,1,18,1,18.0,0.0
956,"Yes, well, this - the - this is what I have to say. Look, I'm in this, Chris, to win this. I'm running for president of the United States. And the reason I'm running is this.",o'malley,d_des_moines_2016_01_25,23.019930215800052,1,0,12,2.6425,7,1,0,0,36,4,9.0,2.345207879911715
957,"Our country is facing big challenges. And we have deep divisions in our country. And we need a candidate who can actually pull us together, who can heal these divisions, who can get things done. That's what I've done all my life. I'm not a divider. If I were, I would not have been able to accomplish the things we accomplished in a very troubled city or in our state through a recession.",o'malley,d_des_moines_2016_01_25,59.95872420262664,9,0,5,5.907500000000001,10,7,0,1,73,6,12.166666666666666,8.629728977333079
958,"And that's what I believe the people of Iowa are looking for, a president who will move us forward, who will build on the good things that President Obama has done and actually take that job creation legacy and turn it into rising wages again for every American family.",o'malley,d_des_moines_2016_01_25,77.77777777777776,6,0,0,18.7075,4,0,0,0,49,1,49.0,0.0
959,That's what we need. And we need new leadership to do that and break through the gridlock of Washington.,o'malley,d_des_moines_2016_01_25,24.000000000000004,3,0,2,5.625,0,2,0,0,19,2,9.5,5.5
960,You mentioned President Obama. He was speaking this morning about the election a little bit more deeply than he has in the past.,cuomo,d_des_moines_2016_01_25,74.05999999999996,5,0,3,6.0725,1,0,1,2,23,2,11.5,7.5
961,And he was doing an analysis of Secretary Clinton and Senator Sanders. And he referred to the senator as kind of this bright shiny new object and that has a fascination for people.,cuomo,d_des_moines_2016_01_25,50.820000000000014,8,0,5,8.9775,0,0,0,2,33,2,16.5,4.5
962,"I thought you were supposed to be the bright, shiny new object in this.",cuomo,d_des_moines_2016_01_25,14.0,2,0,1,4.7325,2,1,1,0,14,1,14.0,0.0
963,Yes.,o'malley,d_des_moines_2016_01_25,1.0,0,0,0,-8.3275,0,0,0,0,1,1,1.0,0.0
964,What happened?,cuomo,d_des_moines_2016_01_25,2.0,1,0,1,4.5249999999999995,0,0,0,0,2,1,2.0,0.0
965,"Well, look, I'm honored to be able to offer my candidacy in the company of Secretary Clinton and Senator Sanders. If you look at our Democratic primary and the debates we've had, we're certainly doing a much better job of speaking to the goodness within our country rather than to fear and anger and loathing like we've heard from Republicans. [applause]",o'malley,d_des_moines_2016_01_25,84.50000000000001,13,0,23,14.212499999999999,4,6,1,1,61,3,20.333333333333332,15.923427883328248
966,Are you ready to make a case to the people?,cuomo,d_des_moines_2016_01_25,28.000000000000007,0,0,0,1.295,0,0,1,0,10,1,10.0,0.0
967,Yes. [applause],o'malley,d_des_moines_2016_01_25,2.0,1,0,0,4.375,0,0,0,0,2,2,1.0,0.0
968,All right...,cuomo,d_des_moines_2016_01_25,2.0,0,0,0,-1.0525,0,0,0,0,2,1,2.0,0.0
969,[inaudible].,o'malley,d_des_moines_2016_01_25,1.0,1,0,0,25.75,1,0,0,0,1,1,1.0,0.0
970,- let's take a question.,cuomo,d_des_moines_2016_01_25,5.0,0,0,1,2.7125,0,0,0,0,5,1,5.0,0.0
971,"We have Joy Lassen, a student at Iowa State University.",cuomo,d_des_moines_2016_01_25,10.0,2,0,0,6.19,1,1,0,0,10,1,10.0,0.0
972,She's originally from St. Louis. Her parents work in Ferguson.,cuomo,d_des_moines_2016_01_25,11.0,3,0,2,6.975,1,0,0,3,10,2,5.0,0.0
973,She says she's undecided.,cuomo,d_des_moines_2016_01_25,6.000000000000001,1,0,1,7.775,0,0,0,2,4,1,4.0,0.0
974,What's your question for the governor?,cuomo,d_des_moines_2016_01_25,7.0,1,0,0,7.555,0,0,2,0,6,1,6.0,0.0
975,Is this Q&A time?,o'malley,d_des_moines_2016_01_25,5.0,0,0,0,-2.3775,1,0,0,0,4,1,4.0,0.0
976,Am I allowed to stand?,o'malley,d_des_moines_2016_01_25,5.0,1,0,2,-0.40249999999999986,1,0,0,0,5,1,5.0,0.0
977,You can do whatever you want.,cuomo,d_des_moines_2016_01_25,10.080000000000004,1,0,0,3.2375,0,0,2,0,6,1,6.0,0.0
978,I'm not capable of doing Q&A in Iowa...,o'malley,d_des_moines_2016_01_25,10.0,2,0,0,3.4124999999999996,3,0,0,0,8,1,8.0,0.0
979,"Yes, please.",cuomo,d_des_moines_2016_01_25,2.0,0,0,0,-0.32749999999999996,0,0,0,0,2,1,2.0,0.0
980,- from a seat.,o'malley,d_des_moines_2016_01_25,3.0,0,0,0,-2.195,0,0,0,0,4,1,4.0,0.0
981,Wherever you want to do it.,cuomo,d_des_moines_2016_01_25,6.0,1,0,2,2.3575,1,0,1,0,6,1,6.0,0.0
982,OK.,o'malley,d_des_moines_2016_01_25,1.0,0,0,0,-10.9525,0,0,0,0,1,1,1.0,0.0
983,All right. I'll take [inaudible]. [applause],cuomo,d_des_moines_2016_01_25,7.0,2,0,2,8.9625,2,0,0,0,6,3,2.0,0.816496580927726
984,[cross-talk],cuomo,d_des_moines_2016_01_25,1.0,0,0,0,9.825,0,0,0,0,1,1,1.0,0.0
985,JOY LASSEN: Good evening.,cuomo,d_des_moines_2016_01_25,4.0,0,0,0,2.9,0,0,0,0,4,2,2.0,0.0
986,Hi.,o'malley,d_des_moines_2016_01_25,1.0,0,0,0,-10.9525,0,0,0,0,1,1,1.0,0.0
987,LASSEN: Hi.,o'malley,d_des_moines_2016_01_25,2.0,0,0,0,-1.6525,0,0,0,0,2,1,2.0,0.0
988,"Your history as mayor of Baltimore and governor of Maryland show that you pushed for zero tolerance policing and felony punishments for low level drug offenders, which usually affects the black population.",o'malley,d_des_moines_2016_01_25,95.57333333333334,11,0,10,18.3175,0,0,3,1,32,1,32.0,0.0
989,How are you planning to ensure racial equality when your history in office contradicts your current platform to fight structural racism?,o'malley,d_des_moines_2016_01_25,61.74000000000001,6,0,3,13.3275,1,0,5,1,21,1,21.0,0.0
990,"Yes, well... [applause] ...Well, look, let's talk about this. In 1999, our city of Baltimore had become the most violent, the most addicted and the most abandoned city in America. And when very few other people would step up who could bring us together and turn it around, I did.",o'malley,d_des_moines_2016_01_25,77.77777777777776,5,0,12,7.75,4,3,0,0,50,4,12.75,7.790218225441442
991,"And that year, and for about the 12 years leading up to that point, we were burying over 300 young, poor, black men every single year. And, yes, black lives matter. And I told the people of my city look, we did not have to accept the reality of 24/7 drug dealer occupation over our poor neighborhood. When you call from a poor neighborhood for a police service, they should respond the same way that they do in wealthier neighborhoods, black and white.",o'malley,d_des_moines_2016_01_25,81.45454545454545,8,0,40,8.9375,3,5,2,2,83,4,20.75,9.093266739736606
992,There are a lot of things we got right. There were a lot of lives that we saved. I promise to improve how we police the police. We actually did start closing down open air drug markets.,o'malley,d_des_moines_2016_01_25,36.578262711864404,3,0,4,3.2200000000000006,2,5,0,0,37,4,9.25,0.4330127018922193
993,"And in the course of my executive service both as mayor and as a governor, I never stop searching for the things that work so we can do more of them to save and redeem lives, and the things that don't work so that we can stop doing them. So we greatly increased drug treatment. We saved hundreds and hundreds of lives from overdose deaths.",o'malley,d_des_moines_2016_01_25,47.415789473684214,10,0,22,8.535,4,4,0,0,65,3,21.666666666666668,19.39644870130154
994,"We started tracking discourtesy, excessive force. I drove down use of fatal police-involved - fatal police-involved shootings to three of their four lowest years in Baltimore history.",o'malley,d_des_moines_2016_01_25,63.09333333333332,9,0,2,12.387500000000001,4,1,0,2,27,2,13.5,7.5
995,"And as governor, I restored voting rights to 52,000 people. I repealed as a crime and decriminalized the possession of marijuana. I banned the box on people who are applying for state employment. And... [applause]",o'malley,d_des_moines_2016_01_25,46.239999999999995,10,0,7,9.3725,3,0,0,0,35,4,8.75,3.960744879438715
996,"And not the first time, not the second time, but the third time, by bringing people together, including a few Republican votes, I made my state the first state south of the Mason Dixon Line to repeal the death penalty in America. [applause]",o'malley,d_des_moines_2016_01_25,40.2573527851459,7,0,2,16.925,4,0,0,0,43,3,14.666666666666666,9.672412085697939
