,segment,speaker,debate,mtld,n_difficult_words,n_opponent_mentions,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3,n_words,n_sents,mean_sent_length,std_sent_length,segment_length
3111,"Last week, you said the next step in gun issues is to make sure they're not in the hands of mentally ill. In this state, there's a controversial law that allows guns to be taken away from people without a hearing.",hewitt,r_simil_valley_2015_09_16,103.54400000000003,4,0,4,8.22,6,1,1,2,41,2,20.5,1.5,213
3112,"Where does it go — and the problem of violence is endemic, but where does it go from what you said last week, how far into people's lives to take guns away from them?",hewitt,r_simil_valley_2015_09_16,64.736,4,0,3,11.76,4,1,1,0,34,1,34.0,0.0,166
3113,Not very far.,bush,r_simil_valley_2015_09_16,3.0,0,0,0,-2.615,0,0,0,0,3,1,3.0,0.0,13
3114,"I think we need to do this state by state. There are places that get this right, and we need to make sure that we protect the privacy laws. This is a complicated place. But I do think the natural impulse on the left — Hillary Clinton, immediately after one of these horrific violent acts took place, immediately said we need to have federal gun laws. President Obama almost reflexively always says the same thing.",bush,r_simil_valley_2015_09_16,64.07439350912779,12,1,32,8.1775,6,4,0,0,75,5,15.0,9.654014708917737,413
3115,"And the net result is, you're going to take away rights of — of law-abiding citizens, the 99.999 percent of the people that are law- abiding citizens. That's not the right approach to do it.",bush,r_simil_valley_2015_09_16,42.875000000000014,5,0,0,7.455,2,0,1,0,35,2,17.5,9.5,190
3116,"In Florida, we have a background check. We have concealed-weapon permit holders, and in fact, there's 1,200,000 of them. We have a reduction in violent crime because we put people behind bars when they use a gun in the commission of the crime. That's the better approach.",bush,r_simil_valley_2015_09_16,40.592592592592595,8,0,2,7.1075,4,5,0,1,47,4,11.75,7.628073151196179,271
3117,But we're living in a society today where despair kind of grows in isolation.,bush,r_simil_valley_2015_09_16,63.00000000000002,3,0,3,8.4575,3,1,0,0,14,1,14.0,0.0,77
3118,"If a family member calls and says, ""My child, my brother, my sister is disturbed,"" ought the state be able to go and get their weapon without a hearing?",hewitt,r_simil_valley_2015_09_16,58.86999999999998,1,0,4,10.6475,5,1,0,2,29,1,29.0,0.0,152
3119,"I — I think there needs to be a hearing, but the fact is, we need to encourage that kind of involvement. That's — that's exactly what we need to do.",bush,r_simil_valley_2015_09_16,20.673667570009034,3,0,3,5.5825,4,2,0,1,31,3,10.333333333333334,8.73053390247253,148
3120,,bush,r_simil_valley_2015_09_16,0.0,0,0,0,-7.8774999999999995,0,0,0,0,0,0,,,0
3121,"There's a broader issue here, Hugh. And there's a broader issue here as well.",rubio,r_simil_valley_2015_09_16,16.0,2,0,0,3.3425000000000002,2,1,0,4,14,2,7.0,1.0,77
3122,"First of all, the only people that follow the law are law-abiding people. Criminals by definition ignore the law, so you can pass all the gun laws in the world, like the left wants. The criminals are going to ignore it because they are criminals.",rubio,r_simil_valley_2015_09_16,45.0,4,0,13,7.255000000000001,4,0,1,1,45,3,15.0,4.320493798938574,246
3123,Here's the real issue.,rubio,r_simil_valley_2015_09_16,5.0,1,0,0,2.4125,1,0,0,2,4,1,4.0,0.0,22
3124,"The real issue — the real issue is not what are people using to commit violence, but why are they committing the violence? And here's the truth: Because you cannot separate the social, moral wellbeing of your people from their economic and other wellbeing. You cannot separate it.",rubio,r_simil_valley_2015_09_16,37.11070780399274,8,0,3,9.592500000000001,4,2,4,4,48,3,16.0,8.524474568362947,280
3125,"You can't have a strong country without strong people, you cannot have strong people without strong values, and you cannot have strong values without strong families and the institutions in this country that defend and support those families.",rubio,r_simil_valley_2015_09_16,17.398706896551726,4,0,0,17.8,2,0,3,0,38,1,38.0,0.0,242
3126,"Thank you, Senator.",hewitt,r_simil_valley_2015_09_16,3.0,1,0,0,7.59,0,0,1,0,3,1,3.0,0.0,19
3127,"Well, and today, we have a left-wing government under this president that is undermining all of the institutions and society that support the family and teach those values.",rubio,r_simil_valley_2015_09_16,54.87999999999999,6,0,0,15.39,2,2,0,0,28,1,28.0,0.0,172
3128,"Senator Cruz, I want to go to you.",hewitt,r_simil_valley_2015_09_16,17.92,1,1,4,1.9999999999999998,1,0,1,0,8,1,8.0,0.0,34
3129,"Your constitutional litigant (ph), are you afraid of the next- step theory of what happens to Second Amendment rights?",hewitt,r_simil_valley_2015_09_16,101.07999999999991,5,0,0,12.285,0,0,3,0,19,1,19.0,0.0,118
3130,"I — I am not, and — and you mentioned that the U.S. Supreme Court had rightly upheld the individual right to keep and bear arms.",cruz,r_simil_valley_2015_09_16,30.40254237288135,4,0,0,4.7925,3,0,1,0,26,1,26.0,0.0,128
3131,"I was proud to lead 31 states before the U.S. Supreme Court defending the Second Amendment, and we won that landmark victory. And indeed, just a couple of years ago, when Harry Reid and Barack Obama came after the right to keep and bear arms of millions of Americans, I was proud to lead the fight in the United States Senate to protect our right to keep and bear arms, and for that reason...",cruz,r_simil_valley_2015_09_16,52.84340480831709,9,0,0,9.675,4,2,0,0,74,2,37.0,15.0,392
3132,"Thank you, Senator.",hewitt,r_simil_valley_2015_09_16,3.0,1,0,0,7.59,0,0,1,0,3,1,3.0,0.0,19
3133,... I was honored to be endorsed by Gun Owners of America...,cruz,r_simil_valley_2015_09_16,11.0,3,0,3,5.0025,1,0,0,0,12,1,12.0,0.0,60
3134,"Thank you, Senator.",hewitt,r_simil_valley_2015_09_16,3.0,1,0,0,7.59,0,0,1,0,3,1,3.0,0.0,19
3135,"... as the strongest supporter of the Second Amendment on this stage today, and I will...",cruz,r_simil_valley_2015_09_16,63.00000000000002,3,0,0,8.505,1,0,0,0,16,1,16.0,0.0,89
3136,"Thank you, senator.",hewitt,r_simil_valley_2015_09_16,3.0,1,0,0,7.59,0,0,1,0,3,1,3.0,0.0,19
3137,... fight every day to defend the Bill of Rights.,cruz,r_simil_valley_2015_09_16,9.0,0,0,1,3.7600000000000002,0,0,0,0,10,1,10.0,0.0,49
3138,I'd like to turn it over — I'd like to turn to Dana Bush.,tapper,r_simil_valley_2015_09_16,11.25,0,1,10,1.7025,3,0,0,0,14,1,14.0,0.0,57
3139,"Mr. Trump, you have said once or twice that you are really rich, and you are by far the richest person on this stage.",bash,r_simil_valley_2015_09_16,53.760000000000005,1,1,5,7.817500000000001,0,0,3,0,24,1,24.0,0.0,117
3140,"Chris Christie says billionaires like you and even people who make and earn far less should no longer get Social Security, or at least there should be limits based on — on their income.",bash,r_simil_valley_2015_09_16,101.63999999999999,4,1,2,13.61,1,0,1,1,34,1,34.0,0.0,185
3141,"You think he's wrong, and if so, why?",bash,r_simil_valley_2015_09_16,9.0,0,0,1,0.4475,1,0,1,1,8,1,8.0,0.0,37
3142,"Speaking for myself, I'm OK with it. I think there's a certain truth to it. I know people that, frankly, it has no impact on their life whatsoever. There are many people.",trump,r_simil_valley_2015_09_16,53.94666666666666,3,0,2,3.5625,9,0,0,1,32,4,8.0,3.24037034920393,170
3143,"I would almost say leave it up to them, but I would be willing to check it off, and say I will not get Social Security. I do not...",trump,r_simil_valley_2015_09_16,24.74219135802469,2,0,3,3.8449999999999998,6,0,0,0,29,2,14.5,11.5,131
3144,What about the country as a — as a policy?,bash,r_simil_valley_2015_09_16,10.170000000000002,1,0,0,2.6225,0,0,0,0,10,1,10.0,0.0,42
3145,"As a policy, I would almost leave it up to the people. Don't forget they pay in and they pay in, and maybe they do well, and maybe some people want it. But the fact is that there are people that truly don't need it, and there are many people that do need it very, very badly. And I would be willing to write mine off 100 percent, Dana.",trump,r_simil_valley_2015_09_16,29.166666666666664,2,0,9,5.5200000000000005,10,1,0,3,69,4,17.25,5.539629951540085,335
3146,So is a voluntary program the way to get the Social Security system solvent again like that.,bash,r_simil_valley_2015_09_16,80.91999999999999,6,0,0,9.0775,1,0,0,0,17,1,17.0,0.0,92
3147,"No, it's not. But with Donald, it's a good start. That's really good. [laughter]",christie,r_simil_valley_2015_09_16,20.229999999999997,2,0,0,2.1425,2,0,0,0,14,4,3.5,2.179449471770337,80
3148,"No, listen. This is an issue that — that we've gotta talk about, and we haven't talked about yet.",christie,r_simil_valley_2015_09_16,37.333333333333336,2,0,2,6.5725,2,2,0,0,19,2,9.5,7.5,97
3149,"71 percent of all federal spending is on entitlements and debt service. When John Kennedy was elected president in 1960, it was 26 percent.",christie,r_simil_valley_2015_09_16,61.74000000000001,6,0,0,8.2625,3,0,0,0,24,2,12.0,0.0,139
3150,Harvard and Dartmouth says that Social Security's going to go insolvent in seven to eight years. So what I say is very simple. We need to save this program for the good people out there who have paid into the system and need it.,christie,r_simil_valley_2015_09_16,113.39999999999996,7,0,4,6.2175,6,1,0,0,44,3,14.666666666666666,5.792715732327589,228
3151,"And if that means making sure that folks like Donald and many of us on the stage don't get it, that's the right thing to do because here's what Hillary Clinton is going to want to do.",christie,r_simil_valley_2015_09_16,56.000000000000014,2,1,0,11.995000000000001,3,0,0,2,37,1,37.0,0.0,183
3152,She's going to want to put more money into a system that has already lied to us and stolen from us. This government doesn't need more money to make Social Security solvent. We need to be not paying out benefits to people who don't really need it.,christie,r_simil_valley_2015_09_16,63.63636363636365,6,0,7,6.989999999999999,2,1,0,1,47,3,15.666666666666666,4.109609335312651,246
3153,We need to protect the people who Social Security means the difference between picking between heat and rent and food. That's why I put out the proposal and that's the people I'm trying to...,christie,r_simil_valley_2015_09_16,31.290123456790123,5,0,1,8.4825,2,1,0,1,34,2,17.0,3.0,191
3154,"Thank you, Governor.",tapper,r_simil_valley_2015_09_16,3.0,1,0,0,8.445,0,0,1,0,3,1,3.0,0.0,20
3155,,tapper,r_simil_valley_2015_09_16,0.0,0,0,0,-7.8774999999999995,0,0,0,0,0,0,,,0
3156,"I'm coming to you right now on a separate issue, sir. We received...",tapper,r_simil_valley_2015_09_16,14.0,2,0,3,5.19,2,1,1,0,13,2,6.5,4.5,68
3157,"(UNKNOWN): Well, I want to talk about this issue for a moment.",unknown,r_simil_valley_2015_09_16,12.0,1,0,3,4.4624999999999995,2,1,0,0,12,2,6.0,5.0,62
3158,We received a lot of questions from social media about climate change.,tapper,r_simil_valley_2015_09_16,12.0,5,0,1,6.9875,0,1,0,0,12,1,12.0,0.0,70
3159,"Senator Rubio, Ronald Reagan's secretary of state, George Shultz, reminds us that when Reagan was president he faced a similar situation to the one that we're facing now. There were dire warnings from the mass consensus of the scientific community about the ozone layer shrinking.",tapper,r_simil_valley_2015_09_16,103.0866666666667,15,1,13,13.8125,0,2,0,1,45,2,22.5,5.5,280
3160,"Shultz says Ronald Reagan urged skeptics in industry to come up with a plan. He said, do it as an insurance policy in case the scientists are right. The scientists were right. Reagan and his approach worked.",tapper,r_simil_valley_2015_09_16,76.66400000000004,7,0,6,6.1575,5,1,0,2,37,4,9.25,4.763139720814412,207
3161,"Secretary Shultz asks, why not take out an insurance policy and approach climate change the Reagan way?",tapper,r_simil_valley_2015_09_16,17.0,6,0,2,11.294999999999998,1,0,0,0,17,1,17.0,0.0,103
3162,Because we're not going to destroy our economy the way the left-wing government that we are under now wants to do. We're not going to...,rubio,r_simil_valley_2015_09_16,27.0,1,0,7,6.1225000000000005,0,4,0,0,25,2,12.5,8.5,136
3163,I'm citing George Shultz.,tapper,r_simil_valley_2015_09_16,5.0,1,0,2,3.8000000000000003,1,0,0,0,4,1,4.0,0.0,25
3164,"Well, and I don't — he may have lined up with their positions on this issue. But here is the bottom line. Every proposal they put forward are going to be proposals that will make it harder to do business in America, that will make it harder to create jobs in America.",rubio,r_simil_valley_2015_09_16,68.0622222222222,6,0,33,7.3975,7,1,0,5,52,3,17.333333333333332,9.843215373488935,267
3165,"Single parents are already struggling across this country to provide for their families. Maybe a billionaire here in California can afford an increase in their utility rates, but a working family in Tampa, Florida, or anywhere across this country cannot afford it.",rubio,r_simil_valley_2015_09_16,61.74000000000001,12,0,11,12.895,5,0,0,4,42,2,21.0,8.0,264
3166,"So we are not going to destroy our economy. We are not going to make America a harder place to create jobs in order to pursue policies that will do absolutely nothing, nothing to change our climate, to change our weather, because America is a lot of things, the greatest country in the world, absolutely.",rubio,r_simil_valley_2015_09_16,25.416666666666664,8,0,7,11.925,3,6,0,0,55,2,27.5,18.5,304
3167,"But America is not a planet. And we are not even the largest carbon producer anymore, China is. And they're drilling a hole and digging anywhere in the world that they can get a hold of.",rubio,r_simil_valley_2015_09_16,47.915,5,0,3,4.9975000000000005,3,1,0,2,36,3,12.0,4.898979485566356,186
3168,"So the bottom line is, I am not in favor of any policies that make America a harder place for people to live, or to work, or to raise their families.",rubio,r_simil_valley_2015_09_16,60.34666666666666,3,0,0,10.63,3,0,0,1,31,1,31.0,0.0,149
3169,"Governor Christie, you have said that climate change is real, and that humans help contribute to it. Without getting into the issue of China versus the United States, which I understand you've talked about before, what do you make of skeptics of climate change such as Senator Rubio?",tapper,r_simil_valley_2015_09_16,84.03500000000003,9,2,29,11.995,5,0,3,1,48,2,24.0,7.0,283
3170,I don't think Senator Rubio is a skeptic of climate change. I think what Senator Rubio said I agree with. That in fact we don't need this massive government intervention to deal with the problem.,christie,r_simil_valley_2015_09_16,47.915,7,2,10,6.4925,6,1,0,0,35,3,11.666666666666666,2.494438257849294,195
3171,"Look at what we have done in New Jersey. We have already reached our clean air goals for 2020. And when I was governor, I pulled out of the regional cap and trade deal, the only state in the Northeast that did that. And we still reached our goals.",christie,r_simil_valley_2015_09_16,48.81230769230769,4,0,13,4.6075,4,5,0,0,49,4,12.25,6.94172168845741,247
3172,Why? Because 53 percent of our electricity comes from nuclear. We use natural gas. We use solar power. We're the third-highest- using solar power state. You know why? Because we made all of those things economically feasible.,christie,r_simil_valley_2015_09_16,42.59111111111112,8,0,11,6.4350000000000005,0,5,1,0,37,7,5.285714285714286,2.864276807966203,225
