speaker,segment,debate,n_applauses,n_crosstalks,n_opponent_mentions,n_trump_mentions,lexical_diversity,n_difficult_words,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3,n_words,n_sents,mean_sent_length,std_sent_length,segment_length
CASTRO,"Because people should know that if I'm elected president, everybody will count. And, you know, I'm one of the few candidates in this race with executive experience, with a track record of getting things done. When I was mayor of San Antonio, we moved our local public utility, we began to shift it from coal-fired plants to solar and other renewables, and also created more than 800 jobs doing that.",Miami-FL,0,0,0,0,117.62333333333333,12,6.333333333333333,11.695,1,3,1,0,70,3,23.333333333333332,9.392668535736915,399
CASTRO,"And when I was HUD secretary, we worked on the National Disaster Resilience Competition to invest in communities that were trying to rebuild from natural disasters in a sustainable way. That's the way that we're going to help make sure that we're all safer in the years to come and that we combat climate change.",Miami-FL,0,0,0,0,52.42307692307692,13,4.0,13.4,1,2,0,0,55,2,27.5,2.5,312
TODD,Thank you.,Miami-FL,0,0,0,0,2.0,0,0.0,-2.2275,0,0,0,0,2,1,2.0,0.0,10
CASTRO,"And if I'm elected president, the first thing that I would do, like Senator Klobuchar also has said, is sign an executive order recommitting us to the Paris Climate Accord so that we lead again...",Miami-FL,0,0,1,0,120.95999999999995,7,11.5,15.02,1,1,0,0,35,1,35.0,0.0,196
CASTRO,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
TODD,"All right. Congressman Ryan, I got a full question for you here, which is simply this. There are -- a lot of the climate plans include pricing carbon, taxing carbon in some way. This type of proposal has been tried in a few places, whether it’s Washington state where voters voted it down, you’ve had the Yellow Vest Movement, we had in Australia one party get rejected out of fear of the cost of climate change sort of being put on the backs of the consumer. If pricing carbon is just politically impossible, how do we pay for climate mitigation?",Miami-FL,0,0,1,0,114.345,17,6.0,10.915,1,2,1,0,100,5,20.0,17.28583234906552,547
RYAN,"Well, there is a variety of different ways to pay. We talked about different ways of raising revenue. And I think we've got to build our way out of this and grow our way out of this.",Miami-FL,0,0,0,0,30.601246105919003,3,1.0,4.157500000000001,1,3,0,0,37,3,12.333333333333334,4.784233364802441,182
RYAN,"But let me just talk real quick to the previous question about real politics. We could talk about climate, we could talk about guns, we could talk about all of these issues that we all care about.",Miami-FL,0,0,0,0,18.683388695629432,4,5.0,7.6899999999999995,0,4,0,0,37,2,18.5,4.5,196
RYAN,"We have a perception problem with the Democratic Party. We are not connecting to the working class people in the very states that I represent in Ohio, in the industrial Midwest. We've lost all connection. We have got to change the center of gravity of the Democratic Party from being coastal and elital -- elitist and Ivy League, which is the perception, to somebody from the forgotten communities that have been left behind for the last 30 years, to get those workers back on our side so we can say we're going to build electric vehicles, we're going to build solar panels.",Miami-FL,0,0,0,0,54.69525547445256,17,18.25,11.757499999999999,1,5,0,0,102,4,25.5,24.84451649760969,574
RYAN,"But if you want to beat Mitch McConnell, this better be a working-class party. If you want to go into Kentucky and take his rear end out, and if you want to take Lindsey Graham out, you’ve got to have a blue collar party that can go into the textile communities in South Carolina. So all I’m saying here...",Miami-FL,0,0,0,0,59.958749999999995,9,10.0,7.762500000000001,0,0,3,1,59,3,19.666666666666668,14.839886193034712,306
RYAN,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
TODD,"Thank you, Congressman Ryan.",Miami-FL,0,0,1,0,4.0,1,0.0,8.862499999999999,0,0,0,0,4,1,4.0,0.0,28
RYAN,All I'm saying here...,Miami-FL,0,0,0,0,5.0,1,0.0,1.085,0,0,0,0,4,1,4.0,0.0,22
TODD,"Thank you, Congressman Ryan.",Miami-FL,0,0,1,0,4.0,1,0.0,8.862499999999999,0,0,0,0,4,1,4.0,0.0,28
CASTRO,"So, Chuck, Chuck...",Miami-FL,0,0,0,0,3.0,0,0.0,0.73,0,0,0,0,3,1,3.0,0.0,19
CASTRO,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
RYAN,"All I’m saying is here, if we don’t address that fundamental prob with our connection to workers -- white, black, brown, gay, straight -- working-class people...",Miami-FL,0,0,0,0,24.0,5,0.0,13.625,0,2,0,0,26,1,26.0,0.0,161
TODD,"Thank you, Congressman.",Miami-FL,0,0,0,0,3.0,1,0.0,11.07,0,0,0,0,3,1,3.0,0.0,23
RYAN,"... none of this is going to get done, Chuck.",Miami-FL,0,0,0,0,9.0,0,2.5,2.125,0,0,0,0,10,1,10.0,0.0,45
TODD,Thank you very much.,Miami-FL,0,0,0,0,4.0,0,0.0,-0.02499999999999991,0,0,1,0,4,1,4.0,0.0,20
(UNKNOWN),Chuck...,Miami-FL,0,0,0,0,1.0,0,0.0,-0.6774999999999999,0,0,0,0,1,1,1.0,0.0,8
(UNKNOWN),(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
TODD,"I want to you -- we're going to keep moving. Congressman Delaney, I'm going to get to you...",Miami-FL,0,0,1,0,19.0,2,4.0,4.175,1,0,1,0,18,2,9.0,1.0,92
DELANEY,This is -- I introduced the only bipartisan carbon tax bill...,Miami-FL,0,0,0,0,10.0,3,2.0,9.55,1,0,0,0,11,1,11.0,0.0,62
TODD,"Thirty seconds -- all right, 30 seconds, go.",Miami-FL,0,0,0,0,10.080000000000004,1,4.5,5.59,0,0,0,0,8,1,8.0,0.0,44
TODD,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
DELANEY,"This is really important. All the economists agree that a carbon pricing mechanism works. You just have to do it right. You can't put a price on carbon, raise energy prices, and not give the money back to the American people.",Miami-FL,0,0,0,0,82.31999999999998,5,2.0,5.815,0,0,2,0,41,4,10.25,6.015604707757983,225
DELANEY,"My proposal, which is put a price on carbon, give a dividend back to the American people. It goes out one pocket, back in the other.",Miami-FL,0,0,0,0,63.09333333333332,3,4.0,5.8375,1,0,0,0,26,2,13.0,4.0,132
TODD,"Thank you, Congressman.",Miami-FL,0,0,0,0,3.0,1,0.0,11.07,0,0,0,0,3,1,3.0,0.0,23
DELANEY,I can get that passed my first year as president with a coalition of every Democrat in the Congress and the Republicans who live in coastal states.,Miami-FL,0,0,0,0,102.06,5,0.0,11.507499999999999,2,0,0,0,27,1,27.0,0.0,147
TODD,"Thank you. Congressman, thank you.",Miami-FL,0,0,0,0,5.0,1,0.6666666666666666,7.949999999999999,0,0,0,0,5,2,2.5,0.5,34
DELANEY,"Because Republicans in Florida, they actually care about this issue.",Miami-FL,0,0,0,0,10.0,4,3.5,13.4,0,0,0,1,10,1,10.0,0.0,68
TODD,OK. Thank you very much.,Miami-FL,0,0,0,0,5.0,0,0.0,-0.23750000000000004,0,0,1,0,5,2,2.5,1.5,24
DELANEY,This has got to be our way forward if we're actually serious about this issue.,Miami-FL,0,0,0,0,71.68,3,1.0,7.9025,0,1,0,0,15,1,15.0,0.0,78
DELANEY,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
TODD,Thank you.,Miami-FL,0,0,0,0,2.0,0,0.0,-2.2275,0,0,0,0,2,1,2.0,0.0,10
TODD,"Congresswoman Gabbard, we're going to move here. One of the first things you did after launching your campaign was to issue an apology to the LGBT community about your past stances and statements on gay rights. After the Trump administration's rollbacks of civil rights protections for many in that community, why should voters in that community or voters that care about this issue in general trust you now?",Miami-FL,0,0,1,1,60.21976672805404,13,2.5,12.002500000000001,0,0,4,0,68,3,22.666666666666668,11.14550233153366,408
GABBARD,Let me say that there is no one in our government at any level who has the right to tell any American who they should be allowed to love or who they should be allowed to marry.,Miami-FL,0,0,0,0,35.55243628950051,1,0.0,11.954999999999998,0,1,0,2,37,1,37.0,0.0,176
GABBARD,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
GABBARD,My record in Congress for over six years shows my commitment to fighting for LGBTQ equality. I serve on the Equality Caucus and recently voted for passage of the Equality Act.,Miami-FL,0,0,0,0,44.84666666666666,8,3.0,8.9575,3,0,0,0,31,2,15.5,0.5,175
GABBARD,"Maybe many people in this country can relate to the fact that I grew up in a socially conservative home, held views when I was very young that I no longer hold today.",Miami-FL,0,0,0,0,76.23,3,3.5,12.2325,3,0,0,0,33,1,33.0,0.0,166
GABBARD,"I’ve served with LGBTQ service members, both in training and deployed downrange. I know that they would give their life for me and I would give my life for them. It is this commitment that I’ll carry through as president of the United States, recognizing that there are still people who are facing discrimination in the workplace, still people who are unable to find a home for their families. It is this kind of discrimination that we need to address.",Miami-FL,0,0,0,0,60.0,11,1.5,9.745000000000001,3,1,0,3,80,5,16.0,11.575836902790225,452
BOOKER,But it's not enough.,Miami-FL,0,0,0,0,5.0,0,0.0,-0.3899999999999999,0,0,0,0,4,1,4.0,0.0,20
TODD,"Thank you, Congresswoman Gabbard.",Miami-FL,0,0,1,0,4.0,2,0.0,13.625,0,0,0,0,4,1,4.0,0.0,33
BOOKER,"It's not enough. If I can add to this, it's very important.",Miami-FL,0,0,0,0,27.439999999999994,0,0.0,0.905,1,0,0,0,12,2,6.0,3.0,59
TODD,"Thirty seconds, Senator.",Miami-FL,0,0,0,0,3.0,2,0.0,13.7375,0,0,0,0,3,1,3.0,0.0,24
BOOKER,"It's not enough. Look, civil rights is someplace to begin, but in the African American civil rights community, another place to focus on was to stop the lynching of African-Americans.",Miami-FL,0,0,0,0,53.81600000000002,6,0.0,9.355,0,0,0,0,30,2,15.0,12.0,183
BOOKER,"We do not talk enough about trans Americans, especially African-American trans Americans...",Miami-FL,0,0,0,0,16.080000000000005,2,1.5,13.962499999999999,0,1,0,0,12,1,12.0,0.0,91
BOOKER,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
BOOKER,"... and the incredibly high rates of murder right now. We don't talk enough about how many children, about 30 percent of LGBTQ kids, who do not go to school because of fear. It's not enough just to be on the Equality Act. I'm an original co-sponsor. We need to have a president that will fight to protect LGBTQ Americans every single day from violence in America.",Miami-FL,0,0,0,0,117.70181818181821,8,1.3333333333333333,7.032500000000001,0,2,0,0,67,5,13.4,7.031358332498779,363
BOOKER,(CROSSTALK),Miami-FL,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
MADDOW,"Senator Klobuchar, let me put this to you. On the issue of civil rights, for decades -- on the civil rights and demographics, honestly, and politics, for decades, the Democratic Party has counted on African-American voter turnout as step one to winning elections on a national level. Democrats are counting on the Latino community now and in the future in the same way. What have you done for black and Latino voters that should enthuse them about going to the polls for you if you're your party's nominee?",Miami-FL,0,0,1,0,69.76795212765958,20,7.4,10.8825,0,0,3,0,88,4,22.0,11.510864433221338,506
KLOBUCHAR,"My life and my career and my work in the Senate has been about economic opportunity. And to me, this means better childcare for everyone in this country. And when you want an economy that works, you need to have retirement that works, you need to have public schools that work. And you also need to make sure that those communities are able to get those jobs of the future, the STEM jobs.",Miami-FL,0,0,0,0,26.887724238631627,9,6.5,8.065000000000001,3,0,4,0,73,4,18.25,4.493050188902857,388
KLOBUCHAR,"In fact, Donald Trump, one of the first bills that he signed of the 34 he signed where I was the lead Democrat -- OK, that's a first up here -- was one that was about that, making sure minority community members could share in those jobs.",Miami-FL,0,0,0,1,40.426829268292686,5,0.0,16.33,1,0,0,2,47,1,47.0,0.0,238
KLOBUCHAR,"So to me, this is about a few things. It's about an African-American woman that goes to a hospital in New Orleans, says her hands are swollen, and then doctor ignores her and her baby dies. It's about the fact that African-American women make 61 cents for every dollar a white man makes.",Miami-FL,0,0,0,0,68.04,3,8.5,7.2875,0,0,0,3,53,3,17.666666666666668,7.363574011458175,287
KLOBUCHAR,"So in short, we need, one -- and I will do this in my first 100 days as president -- we will work to make sure everyone can vote at this table, everyone can vote in this country...",Miami-FL,0,0,0,0,30.99411487758946,1,18.5,12.33,2,2,0,0,38,1,38.0,0.0,180
MADDOW,"That's time, Senator.",Miami-FL,0,0,0,0,4.0,1,0.0,8.845,0,0,0,0,3,1,3.0,0.0,21
KLOBUCHAR,"... and we will also go to the next step of criminal justice reform. Senator Booker and I worked on that First Step Act, but we should go to the second step act, which is to help all our communities across our country.",Miami-FL,0,0,1,0,49.391999999999996,6,3.0,8.5,1,4,0,0,43,2,21.5,7.5,218
MADDOW,"Senator, thank you very much. Thirty-second follow-up to you, Secretary Castro. This is a 70 percent Latino city here in Miami. You are the only Latino Democrat who is running here this year in the presidential race.",Miami-FL,0,0,1,0,45.36000000000001,8,1.0,6.9375,0,0,2,0,37,4,9.25,4.322904116447646,216
MADDOW,(APPLAUSE),Miami-FL,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
MADDOW,"Is that enough of an answer, what Senator Klobuchar is describing there, an economic justice agenda? Is that enough to mobilize Latino voters to stand with the Democratic Party in a big way?",Miami-FL,0,0,1,0,50.820000000000014,9,0.0,10.0175,0,0,0,0,33,2,16.5,0.5,190
CASTRO,"Well, I also think that we have to recognize racial and social justice. And, you know, I was in Charleston not too long ago, and I remembered that Dylann Roof went to the Mother Emanuel AME church, and he murdered nine people who were worshipping, and then he was apprehended by police without incident.",Miami-FL,0,0,0,0,81.64799999999998,10,2.0,12.225,3,1,1,2,54,2,27.0,14.0,303
CASTRO,"Well, but what about Eric Garner and Tamir Rice and Laquan McDonald and Sandra Bland and Pamela Turner and Antonio Arce? I’m proud that I’m the only candidate so far that has put forward legislation that would reform our policing system in America and make sure that no matter what the color of your skin is, that you’re treated the same, including Latinos who are mistreated too oftentimes by police.",Miami-FL,0,0,0,0,105.53846153846155,16,1.6666666666666667,15.35,0,1,1,0,70,3,23.333333333333332,14.38363267359428,401
MADDOW,"Secretary Castro, thank you.",Miami-FL,0,0,1,0,4.0,2,1.5,9.737499999999999,0,0,0,0,4,1,4.0,0.0,28
TODD,"Let me go over to Lester Holt, who's got a question, I believe a viewer question.",Miami-FL,0,0,0,0,28.729999999999997,1,7.5,5.8325,1,0,0,0,16,1,16.0,0.0,81
HOLT,"And I'm over here, Chuck. Thanks. We asked voters from across the country to submit their questions to the candidates. Let me read one now. This comes from John in New York who submitted this question.",Miami-FL,0,0,0,0,95.83,5,0.5,5.125,0,1,0,1,36,5,7.2,4.664761515876241,201
HOLT,"He asks, does the United States have a responsibility to protect in the case of genocide or crimes against humanity? Do we have a responsibility to intervene to protect people threatened by their governments even when atrocities do not affect American core interests? I would like to direct that question to Congressman O'Rourke.",Miami-FL,0,0,1,0,81.64799999999998,10,1.0,11.684999999999999,1,1,0,2,53,3,17.666666666666668,5.557777333511022,329
