speaker,segment,debate
HICKENLOOPER,"Well, certainly the images we have seen this week just compound the emotional impact that the world is judging us by. If you’d ever told me any time in my life that this country would sanction federal agents to take children from the arms of their parents, put them in cages, actually put them up for adoption — in Colorado, we call that kidnapping — I would have told you . ..",Miami-FL
HICKENLOOPER,(APPLAUSE),Miami-FL
HICKENLOOPER,"I would have told you it was unbelievable. And the first thing we have to do is recognize the humanitarian crisis on the border for what it is. We make sure that there are the sufficient facilities in place so that women and children are not separated from their families, that children are with their families.",Miami-FL
HICKENLOOPER,"We have to make sure that ICE is completely reformed and they begin looking at their job in a humanitarian way, where they're addressing the whole needs of the people that they are engaged with along the border, and we have to make sure ultimately that we provide not just shelter, but food, clothing, and access to medical care.",Miami-FL
DIAZ-BALART,Ms. Williamson?,Miami-FL
WILLIAMSON,"Yes. What Donald Trump has done to these children — and it's not just in Colorado — Governor, you're right, it is kidnapping, and it's extremely important for us to realize that. If you forcibly take a child from their parents' arms, you are kidnapping them.",Miami-FL
WILLIAMSON,"And if you take a lot of children and you put them in a detainment center, that's inflicting chronic trauma upon them. That's called child abuse. This is collective child abuse.",Miami-FL
WILLIAMSON,(APPLAUSE),Miami-FL
WILLIAMSON,"And when this is crime — both of those things are a crime. And if your government does it, that doesn't make it less of a crime. These are state-sponsored crimes.",Miami-FL
WILLIAMSON,(APPLAUSE),Miami-FL
DIAZ-BALART,Congressman . ..,Miami-FL
WILLIAMSON,"And what President — and what President Trump has done is not only attack these children, not only demonize these immigrants, he is attacking a basic principle of America's moral core. We open our hearts to the stranger.",Miami-FL
WILLIAMSON,"This is extremely important. And it’s also important for all of us. Remember, and I have great respect for everyone who is on this stage. But we’re going to talk about what to do about health care? Well, where have you been, guys? Because it’s not just a matter of a plan. And I haven’t heard anybody on this stage who has talked about American foreign policy in Latin America and how we might have in the last few decades contributed to . ..",Miami-FL
WILLIAMSON,(APPLAUSE),Miami-FL
WILLIAMSON,(CROSSTALK),Miami-FL
DIAZ-BALART,"Senator Gillibrand, what would you do as president, with a reality?",Miami-FL
GILLIBRAND,"Well, one of the worst things about President Trump that he’s done to this country is he’s torn apart the moral fabric of who we are. When he started separating children at the border from their parents, the fact that seven children have died in his custody, the fact that dozens of children have been separated from their parents and they have no plan to reunite them.",Miami-FL
GILLIBRAND,"So I would do a few things. First, I would fight for comprehensive immigration reform with a pathway to citizenship. Second, I would reform how we treat asylum seekers at the border. I would have a community-based treatment center, where we're doing it within the communities, where asylum seekers are given lawyers, where there's real immigration judges, not employees of the attorney general, but appointed for life, and have a community-based system. I would fund border security.",Miami-FL
GILLIBRAND,"But the worst thing President Trump has done is he's diverted the funds away from cross-border terrorism, cross-border human trafficking, drug trafficking, and gun trafficking, and he's given that money to the for-profit prisons. I would not be spending money in for-profit prisons to lock up children and asylum seekers.",Miami-FL
GILLIBRAND,(APPLAUSE),Miami-FL
DIAZ-BALART,"We had a very spirited debate on this stage last night on the topic of decriminalization of the border. If you’d be so kind, raise your hand if you think it should be a civil offense rather than a crime to cross the border without documentation? Can we keep the hands up so we could see them?",Miami-FL
DIAZ-BALART,(APPLAUSE),Miami-FL
BUTTIGIEG,"Let's remember, that's not just a theoretical exercise. That criminalization, that is the basis for family separation. You do away with that, it's no longer possible. Of course it wouldn't be possible anyway in my presidency, because it is dead wrong.",Miami-FL
BUTTIGIEG,"We've got to talk about one other thing, because the Republican Party likes to cloak itself in the language of religion. Now, our party doesn't talk about that as much, largely for a very good reason, which was, we are committed to the separation of church and state and we stand for people of any religion and people of no religion.",Miami-FL
BUTTIGIEG,"But we should call out hypocrisy when we see it. And for a party that associates itself with Christianity, to say that it is okay to suggest that God would smile on the division of families at the hands of federal agents, that God would condone putting children in cages has lost all claim to ever use religious language again.",Miami-FL
BUTTIGIEG,(APPLAUSE),Miami-FL
DIAZ-BALART,"Vice President — Mr. Vice President, I don’t know if you raised your hand or were just asking to speak, but would you decriminalize crossing the border without documents?",Miami-FL
BIDEN,The first thing — the first thing I would do is unite families. I'd surge immediately billions of dollars' worth of help to the region immediately.,Miami-FL
BIDEN,"Look, I talk about foreign policy. I'm the guy that got a bipartisan agreement at the very end of the campaign, at the very end of our term, to spend $740 million to deal with the problem, and that was to go to the root cause of why people are leaving in the first place. It was working.",Miami-FL
BIDEN,"We saw, as you know, a net decrease in the number of children who were coming. The crisis was abated. And along came this president, and he said — he immediately discontinued that.",Miami-FL
BIDEN,We all talk about these things. I did it. I did it.,Miami-FL
BIDEN,(APPLAUSE),Miami-FL
BIDEN,"Seven hundred and forty — now look, second thing. Second thing we have to do. The law now requires the reuniting of those families. We would reunite those families, period. And if not, we'd put those children in a circumstance where they were safe until we could find their parents.",Miami-FL
BIDEN,"And lastly, the idea that he's in court with his Justice Department saying children in cages do not need a bed, do not need a blanket, do not need a toothbrush, that is outrageous.",Miami-FL
DIAZ-BALART,Vice President — Vice President . ..,Miami-FL
BIDEN,And we'll stop it.,Miami-FL
DIAZ-BALART,". . . the Obama-Biden administration was — the Obama-Biden administration deported more than 3 million Americans. My question to you is, if an individual is living in the United States of America without documents, and that is his only offense, should that person be deported?",Miami-FL
(UNKNOWN),No.,Miami-FL
BIDEN,"Depending if they committed a major crime, they should be deported. And the president was left in a — President Obama I think did a heck of a job. To compare him to what this guy is doing is absolutely I find immoral.",Miami-FL
BIDEN,(APPLAUSE),Miami-FL
BIDEN,"But the fact is that, look, we should not be locking people up. We should be making sure we change the circumstance, as we did, why they would leave in the first place. And those who come seeking asylum, we should immediately have the capacity to absorb them, keep them safe until they can be heard.",Miami-FL
DIAZ-BALART,"Fifteen seconds, if you could, if you wish to answer. Should someone who is here without documents, and that is his only offense, should that person be deported?",Miami-FL
