,segment,speaker,debate,segment_length,mtld,n_difficult_words,n_opponent_mentions,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3
930,"The major priority, right now, in terms of our foreign and military policy should be the destruction of ISIS. [applause]
",sanders,manchester_2015_12_19,121,56.000000000000014,6,0,0,12.6375,2,1,0,0
931,"And I think -- and I think we bring together that broad coalition, including Russia, to help us destroy ISIS. And work on a timetable to get rid of Assad, hopefully through Democratic elections. First priority, destroy ISIS.
",sanders,manchester_2015_12_19,225,41.23953177257526,8,0,8,8.685,5,1,0,1
932,"MUIR: Senator Sanders, thank you.
",sanders,manchester_2015_12_19,34,5.0,1,0,5,7.949999999999999,0,0,1,0
933,"May I offer a different generation's perspective on this?
",o'malley,manchester_2015_12_19,58,10.0,2,0,2,10.9875,1,0,0,0
934,"MUIR: Governor O'Malley?
",o'malley,manchester_2015_12_19,25,4.0,2,0,0,17.4725,0,0,0,0
935,"During the Cold War -- during the Cold War, we got into a bad habit of always looking to see who was wearing the jersey of the communists, and who was wearing the U.S. jersey. We got into a bad habit of creating big bureaucracies, old methodologies, to undermine regimes that were not friendly to the United States. Look what we did in Iran with Mossadegh. And look at the results that we're still dealing with because of that. I would suggest to you that we need to leave the Cold War behind us, and we need to put together new alliances and new approaches to dealing with this, and we need to restrain ourselves.
",o'malley,manchester_2015_12_19,615,41.22549019607843,14,0,15,9.524999999999999,5,13,1,0
936,"I mean, I know Secretary Clinton was gleeful when Gadhafi was torn apart. And the world, no doubt is a better place without him. But look, we didn't know what was happening next. And we fell into the same trap with Assad, saying -- as if it's our job to say, Assad must go.
",o'malley,manchester_2015_12_19,274,71.50892857142856,7,0,8,5.275,6,3,0,1
937,"We have a role to play in this world. But we need to leave the Cold War and that sort of antiquated thinking behind.
",o'malley,manchester_2015_12_19,117,80.63999999999997,2,0,2,4.205,1,2,0,0
938,"MUIR: But -- you criticized -- you criticized Secretary Clinton for what came next. What's your proposal for what comes after Assad?
",o'malley,manchester_2015_12_19,133,18.473,5,0,6,9.925,0,0,4,0
939,"I believe that we need to focus on destroying ISIL. That is the clear and present danger. And I believe that we can springboard off of this new U.N. resolution, and we should create, as Secretary Clinton indicated, and I agree with that, that there should be a political process.
",o'malley,manchester_2015_12_19,280,56.02153846153847,9,0,3,8.74,6,3,0,0
940,"But we shouldn't be the ones declaring that Assad must go. Where did it ever say in the Constitution, where is it written that it's the job of the United States of America or its secretary of State to determine when dictators have to go?
",o'malley,manchester_2015_12_19,238,56.229090909090914,6,0,4,9.935,6,1,0,0
941,"We have a role to play in this world. But it is not the world -- the role of traveling the world looking for new monsters to destroy. [crosstalk]
",o'malley,manchester_2015_12_19,146,36.586666666666666,3,0,0,5.44,3,1,0,0
942,"David...
",sanders,manchester_2015_12_19,9,1.0,0,0,0,1.9475000000000002,0,0,0,0
943,"Since he has been making all kinds of comments. [laughter]
",clinton,manchester_2015_12_19,59,10.0,2,0,4,5.825,0,0,0,1
944,"I think it's fair to say, Assad has killed, by last count, about 250,000 Syrians. The reason we are in the mess we're in, that ISIS has the territory it has, is because of Assad.
",clinton,manchester_2015_12_19,179,45.36000000000001,3,0,1,6.875,7,2,0,0
945,"I advocated arming the moderate opposition back in the day when I was still secretary of State, because I worried we would end up exactly where we are now.
",clinton,manchester_2015_12_19,156,58.86999999999998,7,0,1,13.545,4,2,0,0
946,"And so, when we look at these complex problems, I wish it could be either/or. I wish we could say yes, let's go destroy ISIS and let's let Assad continue to destroy Syria, which creates more terrorists, more extremists by the minute.
",clinton,manchester_2015_12_19,234,56.70000000000001,8,0,13,9.7675,4,2,0,0
947,"No. We now finally are where we need to be. We have a strategy and a commitment to go after ISIS, which is a danger to us as well as the region... SANDERS (?): Secretary...
",sanders,manchester_2015_12_19,173,46.239999999999995,4,0,0,7.0425,2,4,0,0
948,"And we finally have a U.N. Security Council Resolution bringing the world together to go after a political transition in Syria.
",clinton,manchester_2015_12_19,128,135.52000000000015,7,0,0,10.540000000000001,1,1,0,0
949,"Could I just say -- just say this...
",sanders,manchester_2015_12_19,37,7.0,0,0,3,1.4899999999999998,1,0,0,0
950,"If the United States does not lead, there is not another leader. There is a vacuum.
",clinton,manchester_2015_12_19,84,23.893333333333334,1,0,0,4.2524999999999995,3,0,0,0
951,"Can I just say this...
",sanders,manchester_2015_12_19,23,5.0,0,0,3,-1.0425,1,0,0,0
952,"And we have to lead, if we're going to be successful. [applause]
",clinton,manchester_2015_12_19,65,23.660000000000004,2,0,0,5.9575000000000005,1,2,0,0
953,"MUIR: Senator Sanders, please. Go ahead.
",clinton,manchester_2015_12_19,41,6.0,1,0,0,7.762500000000001,0,0,0,0
954,"Senator Sanders, a last word on this.
",clinton,manchester_2015_12_19,38,7.0,1,0,0,4.8875,0,0,0,0
955,"Of course the United States must lead. But the United States is not the policeman of the world. The United States must not be involved in perpetual warfare in the Middle East. The United States, at the same time, cannot successfully fight Assad and ISIS.
",sanders,manchester_2015_12_19,255,24.375,5,0,24,6.470000000000001,5,0,0,0
956,"ISIS, now, is the major priority. Let's get rid of Assad later. Let's have a Democratic Syria. But the first task is to bring countries together to destroy ISIS.
",sanders,manchester_2015_12_19,162,44.84666666666666,6,0,0,4.6775,4,0,0,0
957,"MUIR: Senator Sanders, thank you. When we come back here tonight, the other major issues of this election: jobs, the economy, health care.
",sanders,manchester_2015_12_19,139,148.12000000000012,4,0,7,7.4025,1,1,1,3
958,"Which candidates will make the best case for the middle class, as our coverage of the Democratic debate, here in New Hampshire, continues right after this on ABC.
",sanders,manchester_2015_12_19,163,109.76000000000008,6,0,3,13.634999999999998,1,1,0,2
959,"ANNOUNCER: ABC News coverage of the New Hampshire Democratic debate will continue in a moment. [COMMERCIAL BREAK]
",sanders,manchester_2015_12_19,114,17.0,7,0,10,14.89,1,0,0,0
960,"MUIR: Welcome back tonight. As you can see, we have a packed audience here in New Hampshire and we're going to continue. We've already had a spirited conversation here at the top of the broadcast about ISIS, about the concerns of terror here on the home front and as we await Secretary Clinton backstage, we're going to begin on the economy.
",sanders,manchester_2015_12_19,342,58.93670886075949,11,0,3,9.985,2,6,1,6
961,"We want to turn to the American jobs, wages and raises in this country. And we believe Secretary Clinton will be coming around the corner any minute. But in the mean time we want to start with this eye-opening number. And Senator Sanders, this question goes to you first, anyway.
",sanders,manchester_2015_12_19,280,53.846153846153854,5,0,15,6.375,2,3,1,0
962,"In 1995, the median American household income was $52,600 in today's money. This year, it's $53,600. That's 20 more years on the job with just a 2 percent raise. In a similar time-frame, raises for CEOs went up more than 200 percent. [applause]
",sanders,manchester_2015_12_19,245,56.000000000000014,7,0,10,5.7575,5,1,0,0
963,"Sorry.
",clinton,manchester_2015_12_19,7,1.0,0,0,0,2.5475000000000003,0,0,0,0
964,"MUIR: We're going to continue here, and Secretary, you'll get a chance on this too.
",clinton,manchester_2015_12_19,84,17.0,2,0,4,7.979999999999999,0,1,1,2
965,"But as I pointed out the CEO pay, 200 percent of their time -- for that family of just 2 percent. You've all said, ""you would raise the minimum wage."" But Senator Sanders what else - speak to that household tonight. 20 years, just a 2 percent raise, how as president would you get them a raise right away?
",clinton,manchester_2015_12_19,306,58.32,6,0,9,8.0175,1,0,3,1
966,"First of all, we recognize that we have a rigged economy, as you've indicated. Middle class in this country for the last 40 years has been disappearing; are we better off today than we were when Bush left office? Absolutely. But as you've indicated for millions of American workers, people in New Hampshire -- all over America, they're working longer hours for lower wages deeply worried about their kids. So what do we do?
",sanders,manchester_2015_12_19,424,79.75746268656718,11,0,27,9.765,4,6,2,2
967,"First statement is, we tell the billionaire class, ""they cannot have it all."" For a start, they're going to start to pay their fair share of taxes. Second of all what we do, is you raise the minimum wage to living wage, 15 bucks an hour over the next several years. Next thing we do, pay equity for women workers. Women should not be making 79 cents on the dollar compared to that.
",sanders,manchester_2015_12_19,382,76.39578947368423,7,0,24,6.1000000000000005,3,3,1,3
968,"Next thing that we do, real unemployment -- official unemployment, 5 percent, real employment 10 percent, youth unemployment, off the charts. We rebuild our crumbling infrastructure, our roads our bridges, our rail systems, we create 13 million jobs with a trillion-dollar investment.
",sanders,manchester_2015_12_19,285,41.46222222222222,10,0,16,14.7125,2,7,1,0
969,"Furthermore, in a competitive global economy, it is imperative that we have the best educated workforce in the world. That is why I'm going to have a tax on Wall Street speculation to make certain that public colleges and universities in America are tuition free.
",sanders,manchester_2015_12_19,264,65.83111111111113,11,0,0,12.74,8,1,0,0
